Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20250909235200,1,0,0,1,9,0.3,68.5,1.0,0.0
20250909235230,1,0,0,1,9,0.7,82.0,1.7,0.0
20250909235500,1,0,0,1,9,0.2,70.8,0.7,0.0
20250909235530,1,0,0,1,9,0.5,66.2,1.3,0.0
20250909235600,1,0,0,1,9,0.7,68.7,1.2,0.0
20250909235630,1,0,0,1,9,0.7,73.3,1.5,0.0
20250909235800,1,0,0,1,9,0.3,67.2,1.2,0.0
20250909235830,1,0,0,1,9,0.2,75.2,1.0,0.0
20250909235900,1,0,0,1,9,0.8,71.8,1.7,0.0
20250909235930,1,0,0,1,9,0.2,77.3,0.8,0.0
20250910000500,1,0,0,1,9,0.3,68.7,0.7,0.0
20250910000530,1,0,0,1,9,0.3,73.5,1.2,0.0
20250910000800,1,0,0,1,9,0.2,75.5,0.7,0.0
20250910000830,1,0,0,1,9,0.2,75.2,0.8,0.0
20250910000900,1,0,0,1,9,0.8,67.0,1.0,0.0
20250910000930,1,0,0,1,9,0.8,72.5,1.8,0.0
20250910001200,1,0,0,1,9,0.2,81.7,0.8,0.0
20250910001230,1,0,0,1,9,0.3,73.3,0.8,0.0
20250910001000,1,0,0,1,9,0.7,67.3,1.3,0.0
20250910001030,1,0,0,1,9,1.2,73.3,2.3,0.0
20250910001300,1,0,0,1,9,0.2,75.3,0.5,0.0
20250910001330,1,0,0,1,9,0.7,70.8,0.8,0.0
20250910001400,1,0,0,1,9,0.0,80.2,0.7,0.0
20250910001430,1,0,0,1,9,0.2,71.2,0.5,0.0
20250910001500,1,0,0,1,9,1.2,72.5,2.0,0.0
20250910001530,1,0,0,1,9,0.5,74.3,1.2,0.0
20250910001900,1,0,0,1,9,0.5,81.0,1.0,0.0
20250910001930,1,0,0,1,9,1.0,77.3,1.7,0.0
20250910002000,1,0,0,1,9,0.2,70.8,0.7,0.0
20250910002030,1,0,0,1,9,0.3,80.0,1.0,0.0
20250910002300,1,0,0,1,9,0.8,73.0,2.2,0.0
20250910002330,1,0,0,1,9,0.2,69.0,1.0,0.0
20250910002400,1,0,0,1,9,0.7,73.7,1.2,0.0
20250910002430,1,0,0,1,9,0.3,67.0,1.0,0.0
20250910002500,1,0,0,1,9,0.0,68.5,0.2,0.0
20250910002530,1,0,0,1,9,0.2,77.0,0.8,0.0
20250910003000,1,0,0,1,9,0.5,77.2,1.5,0.0
20250910003030,1,0,0,1,9,0.3,70.5,0.3,0.0
20250910003100,1,0,0,1,9,0.0,68.8,0.2,0.0
20250910003130,1,0,0,1,9,0.3,68.8,0.8,0.0
20250910003300,1,0,0,1,9,0.2,74.0,0.5,0.0
20250910003330,1,0,0,1,9,0.0,68.5,0.5,0.0
20250910003400,1,0,0,1,9,0.3,78.3,1.0,0.0
20250910003430,1,0,0,1,9,0.2,75.5,1.2,0.0
20250910003600,1,0,0,1,9,0.2,68.8,1.0,0.0
20250910003630,1,0,0,1,9,0.2,77.0,0.7,0.0
20250910003500,1,0,0,1,9,0.8,70.2,1.5,0.0
20250910003530,1,0,0,1,9,0.0,81.7,0.7,0.0
20250910003800,1,0,0,1,9,0.5,73.3,1.2,0.0
20250910003830,1,0,0,1,9,0.3,75.3,0.8,0.0
20250910004000,1,0,0,1,9,0.0,74.2,0.3,0.0
20250910004030,1,0,0,1,9,0.0,73.3,1.0,0.0
20250910003900,1,0,0,1,9,0.2,83.3,0.8,0.0
20250910003930,1,0,0,1,9,0.2,74.5,1.2,0.0
20250910004200,1,0,0,1,9,0.0,84.8,0.7,0.0
20250910004230,1,0,0,1,9,0.8,70.5,1.7,0.0
20250910004300,1,0,0,1,9,0.0,77.8,0.3,0.0
20250910004330,1,0,0,1,9,0.8,69.7,1.7,0.0
20250910004500,1,0,0,1,9,0.8,75.7,1.5,0.0
20250910004530,1,0,0,1,9,0.3,72.0,0.8,0.0
20250910004600,1,0,0,1,9,0.2,71.2,0.3,0.0
20250910004630,1,0,0,1,9,0.0,72.8,0.5,0.0
20250910004900,1,0,0,1,9,0.5,74.8,0.7,0.0
20250910004930,1,0,0,1,9,0.8,71.7,1.0,0.0
20250910005300,1,0,0,1,9,0.3,71.8,1.0,0.0
20250910005330,1,0,0,1,9,0.8,69.8,1.0,0.0
20250910005200,1,0,0,1,9,0.3,67.5,0.8,0.0
20250910005230,1,0,0,1,9,0.2,71.5,0.8,0.0
20250910005400,1,0,0,1,9,0.3,72.7,0.5,0.0
20250910010100,1,0,0,1,9,0.0,72.0,0.5,0.0
20250910010130,1,0,0,1,9,0.2,67.5,0.2,0.0
20250910010000,1,0,0,1,9,0.3,70.0,1.0,0.0
20250910010030,1,0,0,1,9,0.7,71.0,1.0,0.0
20250910010200,1,0,0,1,9,0.0,68.8,0.3,0.0
20250910010230,1,0,0,1,9,0.2,75.5,0.7,0.0
20250910010300,1,0,0,1,9,0.2,73.3,0.8,0.0
20250910010330,1,0,0,1,9,0.2,70.5,0.5,0.0
20250910010500,1,0,0,1,9,0.3,71.8,1.3,0.0
20250910010530,1,0,0,1,9,0.2,79.0,0.7,0.0
20250910010800,1,0,0,1,9,0.2,72.3,0.5,0.0
20250910010830,1,0,0,1,9,0.3,73.5,0.7,0.0
20250910010900,1,0,0,1,9,0.2,69.5,1.0,0.0
20250910010930,1,0,0,1,9,0.2,75.2,1.0,0.0
20250910011000,1,0,0,1,9,0.2,71.8,0.5,0.0
20250910011030,1,0,0,1,9,1.2,71.8,1.5,0.0
