Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20260419172100,0,0,1,0,4,0.3,86.7,1.3,0.0
20260419172130,0,0,1,0,4,3.0,97.0,4.0,0.0
20260419172600,0,0,1,0,4,1.7,92.0,3.0,0.0
20260419172630,0,0,1,0,4,3.7,86.7,4.3,0.0
20260419173000,0,0,1,0,4,3.0,102.3,4.0,0.0
20260419173030,0,0,1,0,4,2.0,90.7,2.0,0.0
20260419173600,0,0,1,0,4,1.0,94.3,1.7,0.0
20260419173630,0,0,1,0,4,2.0,97.0,4.3,0.0
20260419174100,0,0,1,0,4,1.3,87.7,2.3,0.0
20260419174130,0,0,1,0,4,0.3,83.7,0.7,0.0
20260419174600,0,0,1,0,4,4.7,93.0,5.0,0.0
20260419174630,0,0,1,0,4,0.3,99.0,1.7,0.0
20260419175200,0,0,1,0,4,1.3,90.7,3.3,0.0
20260419175230,0,0,1,0,4,1.3,87.3,2.0,0.0
20260419175600,0,0,1,0,4,1.3,93.0,1.3,0.0
20260419175630,0,0,1,0,4,1.0,107.7,2.0,0.0
20260419180200,0,0,1,0,4,1.3,86.0,1.7,0.0
20260419180230,0,0,1,0,4,0.3,83.7,0.7,0.0
20260419180600,0,0,1,0,4,2.7,104.0,4.3,0.0
20260419180630,0,0,1,0,4,0.3,90.0,1.0,0.0
20260419181200,0,0,1,0,4,1.3,95.3,3.3,0.0
20260419181230,0,0,1,0,4,1.7,90.3,3.0,0.0
20260419181500,0,0,1,0,4,3.3,95.7,4.7,0.0
20260419181530,0,0,1,0,4,1.7,88.3,2.0,0.0
20260419182100,0,0,1,0,4,0.3,94.0,1.3,0.0
20260419182130,0,0,1,0,4,0.3,95.3,1.0,0.0
20260419182600,0,0,1,0,4,2.7,99.7,4.7,0.0
20260419182630,0,0,1,0,4,1.0,96.3,2.0,0.0
20260419183000,0,0,1,0,4,2.0,93.3,3.0,0.0
20260419183030,0,0,1,0,4,2.7,99.3,4.0,0.0
20260419183500,0,0,1,0,4,1.7,89.3,2.7,0.0
20260419183530,0,0,1,0,4,0.7,100.0,2.0,0.0
20260419184200,0,0,1,0,4,2.7,97.0,3.7,0.0
20260419184230,0,0,1,0,4,0.7,106.7,1.7,0.0
20260419184600,0,0,1,0,4,2.0,103.0,3.7,0.0
20260419184630,0,0,1,0,4,1.3,101.3,2.3,0.0
20260419184900,0,0,1,0,4,1.0,90.0,1.3,0.0
20260419184930,0,0,1,0,4,2.3,94.7,3.0,0.0
