Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20260419172100,0,0,1,0,4,3.5,56.0,1.5,0.0
20260419172130,0,0,1,0,4,9.5,55.5,5.0,0.0
20260419172600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419172630,0,0,1,0,4,14.0,48.5,6.5,0.0
20260419173000,0,0,1,0,4,13.5,50.5,5.0,0.0
20260419173030,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419173600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419173630,0,0,1,0,4,17.5,42.5,7.0,0.0
20260419174100,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419174130,0,0,1,0,4,8.5,61.0,4.5,0.0
20260419174600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419174630,0,0,1,0,4,24.5,49.0,8.0,0.0
20260419175200,0,0,1,0,4,3.5,55.0,2.0,0.0
20260419175230,0,0,1,0,4,1.0,55.5,0.5,0.0
20260419175600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419175630,0,0,1,0,4,11.5,53.0,5.0,0.0
20260419180200,0,0,1,0,4,2.5,52.0,1.5,0.0
20260419180230,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419180600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419180630,0,0,1,0,4,19.5,56.0,11.5,0.0
20260419181200,0,0,1,0,4,2.0,65.0,1.5,0.0
20260419181230,0,0,1,0,4,3.0,52.5,1.0,0.0
20260419181500,0,0,1,0,4,9.5,52.0,4.5,0.0
20260419181530,0,0,1,0,4,1.0,61.5,0.5,0.0
20260419182100,0,0,1,0,4,4.0,62.0,0.5,0.0
20260419182130,0,0,1,0,4,27.0,45.5,11.0,0.0
20260419182600,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419182630,0,0,1,0,4,18.0,45.5,6.0,0.0
20260419183000,0,0,1,0,4,5.5,60.5,3.5,0.0
20260419183030,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419183500,0,0,1,0,4,13.5,53.5,5.5,0.0
20260419183530,0,0,1,0,4,2.5,59.0,0.5,0.0
20260419184200,0,0,1,0,4,1.5,64.5,1.0,0.0
20260419184230,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419184600,0,0,1,0,4,0.5,62.0,0.5,0.0
20260419184630,0,0,1,0,4,21.5,45.5,8.5,0.0
20260419184900,0,0,1,0,4,0.0,70.0,0.0,0.0
20260419184930,0,0,1,0,4,8.5,51.5,3.5,0.0
