Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20260419172100,0,0,1,0,4,12.7,46.0,9.3,0.0
20260419172130,0,0,1,0,4,3.0,61.7,4.3,0.0
20260419172600,0,0,1,0,4,9.7,51.7,5.0,0.0
20260419172630,0,0,1,0,4,8.0,54.7,6.3,0.0
20260419173000,0,0,1,0,4,4.7,64.0,7.0,0.0
20260419173030,0,0,1,0,4,8.0,58.3,10.3,0.0
20260419173600,0,0,1,0,4,8.0,51.0,7.7,0.0
20260419173630,0,0,1,0,4,4.7,47.0,6.3,0.0
20260419174100,0,0,1,0,4,9.7,51.3,10.3,0.0
20260419174130,0,0,1,0,4,14.7,40.3,10.7,0.0
20260419174600,0,0,1,0,4,10.7,53.3,10.7,0.0
20260419174630,0,0,1,0,4,7.3,50.7,8.0,0.0
20260419175200,0,0,1,0,4,3.0,61.7,4.0,0.0
20260419175230,0,0,1,0,4,3.7,61.0,5.3,0.0
20260419175600,0,0,1,0,4,4.7,58.3,5.0,0.0
20260419175630,0,0,1,0,4,9.0,52.3,11.0,0.0
20260419180200,0,0,1,0,4,3.7,65.3,4.7,0.0
20260419180230,0,0,1,0,4,3.3,63.7,3.7,0.0
20260419180600,0,0,1,0,4,14.7,39.7,9.0,0.0
20260419180630,0,0,1,0,4,11.3,42.7,5.7,0.0
20260419181200,0,0,1,0,4,10.7,44.7,10.7,0.0
20260419181230,0,0,1,0,4,11.0,45.7,10.7,0.0
20260419181500,0,0,1,0,4,5.7,51.7,5.3,0.0
20260419181530,0,0,1,0,4,8.7,54.3,10.0,0.0
20260419182100,0,0,1,0,4,14.7,32.3,11.3,0.0
20260419182130,0,0,1,0,4,13.3,37.3,11.0,0.0
20260419182600,0,0,1,0,4,12.0,44.7,11.7,0.0
20260419182630,0,0,1,0,4,7.7,48.0,6.3,0.0
20260419183000,0,0,1,0,4,8.0,50.3,9.0,0.0
20260419183030,0,0,1,0,4,2.3,58.3,2.3,0.0
20260419183500,0,0,1,0,4,8.3,50.7,8.0,0.0
20260419183530,0,0,1,0,4,7.0,58.3,7.0,0.0
20260419184200,0,0,1,0,4,15.7,38.7,11.0,0.0
20260419184230,0,0,1,0,4,10.0,43.3,10.0,0.0
20260419184600,0,0,1,0,4,8.7,44.3,7.7,0.0
20260419184630,0,0,1,0,4,4.0,60.7,6.7,0.0
20260419184900,0,0,1,0,4,9.3,43.3,9.3,0.0
20260419184930,0,0,1,0,4,5.3,57.0,6.7,0.0
