Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20260419172100,0,0,1,0,4,5.3,47.7,3.7,0.0
20260419172130,0,0,1,0,4,1.3,61.3,0.7,0.0
20260419172600,0,0,1,0,4,2.0,51.3,1.0,0.0
20260419172630,0,0,1,0,4,7.7,42.3,4.0,0.0
20260419173000,0,0,1,0,4,7.7,48.7,3.3,0.0
20260419173030,0,0,1,0,4,4.3,57.7,1.7,0.0
20260419173600,0,0,1,0,4,3.0,59.0,1.3,0.0
20260419173630,0,0,1,0,4,2.0,57.3,1.0,0.0
20260419174100,0,0,1,0,4,9.7,45.0,4.0,0.0
20260419174130,0,0,1,0,4,5.7,58.7,2.0,0.0
20260419174600,0,0,1,0,4,6.7,53.3,3.7,0.0
20260419174630,0,0,1,0,4,4.7,49.3,2.0,0.0
20260419175200,0,0,1,0,4,2.3,59.0,1.0,0.0
20260419175230,0,0,1,0,4,1.3,59.7,0.7,0.0
20260419175600,0,0,1,0,4,0.7,60.7,0.3,0.0
20260419175630,0,0,1,0,4,6.3,41.3,1.7,0.0
20260419180200,0,0,1,0,4,8.0,42.7,2.7,0.0
20260419180230,0,0,1,0,4,9.0,55.3,3.7,0.0
20260419180600,0,0,1,0,4,6.3,46.7,2.7,0.0
20260419180630,0,0,1,0,4,1.7,62.7,0.7,0.0
20260419181200,0,0,1,0,4,2.0,56.7,0.7,0.0
20260419181230,0,0,1,0,4,2.7,59.3,1.0,0.0
20260419181500,0,0,1,0,4,5.7,47.7,2.7,0.0
20260419181530,0,0,1,0,4,2.7,59.3,1.0,0.0
20260419182100,0,0,1,0,4,3.3,59.7,1.0,0.0
20260419182130,0,0,1,0,4,0.3,61.0,0.3,0.0
20260419182600,0,0,1,0,4,4.3,52.7,2.3,0.0
20260419182630,0,0,1,0,4,2.3,61.0,1.0,0.0
20260419183000,0,0,1,0,4,2.0,61.3,1.3,0.0
20260419183030,0,0,1,0,4,0.7,60.0,0.3,0.0
20260419183500,0,0,1,0,4,12.3,50.0,4.3,0.0
20260419183530,0,0,1,0,4,3.3,60.3,1.3,0.0
20260419184200,0,0,1,0,4,5.3,57.0,3.3,0.0
20260419184230,0,0,1,0,4,0.7,61.3,0.3,0.0
20260419184600,0,0,1,0,4,0.7,61.0,0.3,0.0
20260419184630,0,0,1,0,4,7.0,58.7,2.7,0.0
20260419184900,0,0,1,0,4,7.7,41.0,2.7,0.0
20260419184930,0,0,1,0,4,5.3,50.3,2.0,0.0
