Date,IsWeekDay,IsHoliday,IsPeakHour,IsOvernight,Month,Occupancy,Speed,Volumn,Rainfall
20260419172100,0,0,1,0,4,7.0,97.7,5.3,0.0
20260419172130,0,0,1,0,4,7.0,87.0,4.7,0.0
20260419172600,0,0,1,0,4,12.0,88.3,8.7,0.0
20260419172630,0,0,1,0,4,7.0,87.7,5.7,0.0
20260419173000,0,0,1,0,4,9.3,82.3,6.3,0.0
20260419173030,0,0,1,0,4,7.0,88.7,5.0,0.0
20260419173600,0,0,1,0,4,6.3,91.3,5.0,0.0
20260419173630,0,0,1,0,4,8.0,90.3,5.3,0.0
20260419174100,0,0,1,0,4,8.0,81.3,6.7,0.0
20260419174130,0,0,1,0,4,7.7,100.0,5.0,0.0
20260419174600,0,0,1,0,4,9.3,82.0,5.7,0.0
20260419174630,0,0,1,0,4,4.0,114.7,4.0,0.0
20260419175200,0,0,1,0,4,2.7,89.3,2.7,0.0
20260419175230,0,0,1,0,4,8.0,76.0,4.3,0.0
20260419175600,0,0,1,0,4,12.7,90.3,8.0,0.0
20260419175630,0,0,1,0,4,4.7,101.7,4.3,0.0
20260419180200,0,0,1,0,4,3.3,99.0,3.0,0.0
20260419180230,0,0,1,0,4,7.0,97.3,5.3,0.0
20260419180600,0,0,1,0,4,5.0,109.0,4.3,0.0
20260419180630,0,0,1,0,4,10.0,94.7,7.0,0.0
20260419181200,0,0,1,0,4,7.3,89.3,4.7,0.0
20260419181230,0,0,1,0,4,5.3,96.0,5.3,0.0
20260419181500,0,0,1,0,4,8.0,92.7,5.7,0.0
20260419181530,0,0,1,0,4,6.7,93.7,5.0,0.0
20260419182100,0,0,1,0,4,6.3,94.7,5.7,0.0
20260419182130,0,0,1,0,4,9.3,93.7,7.3,0.0
20260419182600,0,0,1,0,4,9.3,88.7,5.7,0.0
20260419182630,0,0,1,0,4,2.7,95.0,2.3,0.0
20260419183000,0,0,1,0,4,7.0,84.7,4.0,0.0
20260419183030,0,0,1,0,4,3.7,111.3,3.3,0.0
20260419183500,0,0,1,0,4,4.3,97.0,4.0,0.0
20260419183530,0,0,1,0,4,3.7,94.3,4.0,0.0
20260419184200,0,0,1,0,4,6.3,85.7,4.0,0.0
20260419184230,0,0,1,0,4,3.7,93.0,3.3,0.0
20260419184600,0,0,1,0,4,6.0,93.3,6.0,0.0
20260419184630,0,0,1,0,4,11.7,86.3,7.0,0.0
20260419184900,0,0,1,0,4,11.7,88.3,7.3,0.0
20260419184930,0,0,1,0,4,10.0,81.7,5.0,0.0
